PTB;BAIRRO;Rota; lat ;long
213; QUINTA DA MATA;https://www.google.pt/maps?q=-20.828996,-49.3545431;-20,828996;-49,3545431
216; CAETANO;https://www.google.pt/maps?q=-20.754793,-49.3913781;-20,754793;-49,3913781
217; TALHADOS;https://www.google.pt/maps?q=-20.70654,-49.2931961;-20,70654;-49,2931961
218; HIGIENÓPOLIS;https://www.google.pt/maps?q=-20.843136,-49.3817246;-20,843136;-49,3817246
219; MORUMBI;https://www.google.pt/maps?q=-20.840849,-49.3985046;-20,840849;-49,3985046
220; VL FLORA;https://www.google.pt/maps?q=-20.788783,-49.3497361;-20,788783;-49,3497361
221; NUCLEO ESPERANÇA VILA AZUL;https://www.google.pt/maps?q=-20.875272,-49.383469;-20,875272;-49,383469
222; ECOVILLAGE;https://www.google.pt/maps?q=-20.863581,-49.411466;-20,863581;-49,411466
223; NUCLEO ESPERANÇA FELICIDADE(BOSQ. VERDE);https://www.google.pt/maps?q=-20.739381,-49.3568816;-20,739381;-49,3568816
224; NUCLEO ESPERANÇA BELA VISTA/ALVORADA;https://www.google.pt/maps?q=-20.758765,-49.4405017;-20,758765;-49,4405017
225; SANTA ANA;https://www.google.pt/maps?q=-20.752963,-49.3661464;-20,752963;-49,3661464
226; SANTA ANA;https://www.google.pt/maps?q=-20.754955,-49.3638868;-20,754955;-49,3638868
228; SANTA ANA;https://www.google.pt/maps?q=-20.759134,-49.3704552;-20,759134;-49,3704552
229; VILLAGE DAMHA RIO PRETO II;https://www.google.pt/maps?q=-20.778724,-49.3386006;-20,778724;-49,3386006
230; VILLAGE DAMHA RIO PRETO II;https://www.google.pt/maps?q=-20.776134,-49.3411547;-20,776134;-49,3411547
231; DAMHA VI;https://www.google.pt/maps?q=-20.808537,-49.3264997;-20,808537;-49,3264997
232; BOM SUCESSO;https://www.google.pt/maps?q=-20.765976,-49.4120388;-20,765976;-49,4120388
233; NOVA ESPERANÇA;https://www.google.pt/maps?q=-20.738829,-49.4161065;-20,738829;-49,4161065
234; NOVA ESPERANÇA;https://www.google.pt/maps?q=-20.740711,-49.4136852;-20,740711;-49,4136852
235; NOVA ESPERANÇA;https://www.google.pt/maps?q=-20.743721,-49.4192293;-20,743721;-49,4192293
236; NOVA ESPERANÇA;https://www.google.pt/maps?q=-20.739837,-49.4087218;-20,739837;-49,4087218
237; NOVA ESPERANÇA;https://www.google.pt/maps?q=-20.740228,-49.4203172;-20,740228;-49,4203172
238; NOVA ESPERANÇA;https://www.google.pt/maps?q=-20.743683,-49.41171;-20,743683;-49,41171
239; YOLANDA;https://www.google.pt/maps?q=-20.804356,-49.3507472;-20,804356;-49,3507472
241; ULISSES GUIMARÃES;https://www.google.pt/maps?q=-20.828153,-49.4192938;-20,828153;-49,4192938
242; QUINTA DO GOLFE;https://www.google.pt/maps?q=-20.847839,-49.4208418;-20,847839;-49,4208418
243; QUINTA DO GOLFE;https://www.google.pt/maps?q=-20.853385,-49.4168182;-20,853385;-49,4168182
244; ALTA VISTA;https://www.google.pt/maps?q=-20.757473,-49.3408326;-20,757473;-49,3408326
245; RESIDENCIAL DAS AMERICAS;https://www.google.pt/maps?q=-20.779139,-49.4252815;-20,779139;-49,4252815
247; RESIDENCIAL BUONA VITA;https://www.google.pt/maps?q=-20.867811,-49.3277355;-20,867811;-49,3277355
248; CENTRO INDUSTRIAL PASCUTTI;https://www.google.pt/maps?q=-20.85571,-49.3366519;-20,85571;-49,3366519
249; RESIDENCIAL RECANTO DO LAGO;https://www.google.pt/maps?q=-20.835162,-49.3370907;-20,835162;-49,3370907
250; RESIDENCIAL RECANTO DO LAGO;https://www.google.pt/maps?q=-20.832663,-49.3356212;-20,832663;-49,3356212
251; CAETANO;https://www.google.pt/maps?q=-20.761257,-49.3814968;-20,761257;-49,3814968
252; HIGIENÓPOLIS;https://www.google.pt/maps?q=-20.843322,-49.3837995;-20,843322;-49,3837995
253; RESIDENCIAL MIRANTE;https://www.google.pt/maps?q=-20.784056,-49.440513;-20,784056;-49,440513
254; RESIDENCIAL GAIVOTAS II;https://www.google.pt/maps?q=-20.805978,-49.3321873;-20,805978;-49,3321873
255; PARQUE DAS AMORAS II;https://www.google.pt/maps?q=-20.850931,-49.319077;-20,850931;-49,319077
256; RESIDENCIAL DOCA VETORASSO;https://www.google.pt/maps?q=-20.789344,-49.4470914;-20,789344;-49,4470914
257; RESIDENCIAL LUZ DA ESPERANÇA;https://www.google.pt/maps?q=-20.772775,-49.3178223;-20,772775;-49,3178223
258; RESIDENCIAL LUZ DA ESPERANÇA;https://www.google.pt/maps?q=-20.775163,-49.3186715;-20,775163;-49,3186715
259; RESIDENCIAL J MACEDO;https://www.google.pt/maps?q=-20.800348,-49.4308176;-20,800348;-49,4308176
260; RESIDENCIAL J MACEDO;https://www.google.pt/maps?q=-20.798718,-49.4291832;-20,798718;-49,4291832
261; PORTAL DO SUL;https://www.google.pt/maps?q=-20.843859,-49.3894476;-20,843859;-49,3894476
262; RESIDENCIAL JORGE RODRIGUES;https://www.google.pt/maps?q=-20.742755,-49.3811895;-20,742755;-49,3811895
263; RESIDENCIAL AMIZADE;https://www.google.pt/maps?q=-20.757492,-49.3193829;-20,757492;-49,3193829
264; RESIDENCIAL AMIZADE;https://www.google.pt/maps?q=-20.754487,-49.321461;-20,754487;-49,321461
265; RESIDENCIAL LEALDADE;https://www.google.pt/maps?q=-20.756185,-49.3277534;-20,756185;-49,3277534
266; RESIDENCIAL LEALDADE;https://www.google.pt/maps?q=-20.753212,-49.3286217;-20,753212;-49,3286217
267; RESIDENCIAL LEALDADE;https://www.google.pt/maps?q=-20.760487,-49.3261121;-20,760487;-49,3261121
268; VILLAGE DAMHA RIO PRETO III;https://www.google.pt/maps?q=-20.775319,-49.3328758;-20,775319;-49,3328758
269; VILLAGE DAMHA RIO PRETO III;https://www.google.pt/maps?q=-20.777383,-49.3336446;-20,777383;-49,3336446
270; RESIDENCIAL SÃO THOMAZ;https://www.google.pt/maps?q=-20.764128,-49.4426603;-20,764128;-49,4426603
271; CAETANO;https://www.google.pt/maps?q=-20.761007,-49.3909253;-20,761007;-49,3909253
272; CAETANO;https://www.google.pt/maps?q=-20.757734,-49.3973791;-20,757734;-49,3973791
273; RESIDENCIAL GAIVOTAS II;https://www.google.pt/maps?q=-20.800796,-49.3329144;-20,800796;-49,3329144
274; RESIDENCIAL VILA CASSINI;https://www.google.pt/maps?q=-20.797204,-49.3299837;-20,797204;-49,3299837
275; RESIDENCIAL SANTA REGINA;https://www.google.pt/maps?q=-20.861015,-49.33002;-20,861015;-49,33002
276; ULISSES GUIMARÃES;https://www.google.pt/maps?q=-20.8257,-49.4165952;-20,8257;-49,4165952
277; ULISSES GUIMARÃES;https://www.google.pt/maps?q=-20.824764,-49.4202288;-20,824764;-49,4202288
278; POLO TECNOLÓGICO;https://www.google.pt/maps?q=-20.84,-49.4205768;-20,84;-49,4205768
279; PRAÇAS GOLFE;https://www.google.pt/maps?q=-20.842054,-49.418006;-20,842054;-49,418006
280; TARRAF II;https://www.google.pt/maps?q=-20.837443,-49.4118983;-20,837443;-49,4118983
281; VIVENDAS;https://www.google.pt/maps?q=-20.842872,-49.395064;-20,842872;-49,395064
282; VILA TONINHO;https://www.google.pt/maps?q=-20.849544,-49.3416305;-20,849544;-49,3416305
283; NUNES;https://www.google.pt/maps?q=-20.748953,-49.3902601;-20,748953;-49,3902601
284; NUNES;https://www.google.pt/maps?q=-20.748245,-49.3892626;-20,748245;-49,3892626
285; CAETANO;https://www.google.pt/maps?q=-20.758103,-49.3840589;-20,758103;-49,3840589
286; ARROYO I;https://www.google.pt/maps?q=-20.766308,-49.4040536;-20,766308;-49,4040536
287; ARROYO II;https://www.google.pt/maps?q=-20.765039,-49.4073964;-20,765039;-49,4073964
288; ELMAZ;https://www.google.pt/maps?q=-20.770918,-49.3686057;-20,770918;-49,3686057
289; ELMAZ;https://www.google.pt/maps?q=-20.776957,-49.3730736;-20,776957;-49,3730736
290; PARQUE DAS AMORAS II;https://www.google.pt/maps?q=-20.857553,-49.31864;-20,857553;-49,31864
291; MAIS VIVER LOT.;https://www.google.pt/maps?q=-20.726067,-49.3864097;-20,726067;-49,3864097
292; MAIS VIVER LOT.;https://www.google.pt/maps?q=-20.728918,-49.3875942;-20,728918;-49,3875942
293; LOT. MORADA DO SOL;https://www.google.pt/maps?q=-20.746825,-49.398559;-20,746825;-49,398559
294; LOT. MORADA DO SOL;https://www.google.pt/maps?q=-20.748149,-49.3951876;-20,748149;-49,3951876
295; CIDADE JARDIM;https://www.google.pt/maps?q=-20.847287,-49.3724288;-20,847287;-49,3724288
296; JARDIM SHIMIDT;https://www.google.pt/maps?q=-20.867506,-49.3041759;-20,867506;-49,3041759
297; RIOS DE ITÁLIA;https://www.google.pt/maps?q=-20.799613,-49.3352116;-20,799613;-49,3352116
298; RIOS DE ITÁLIA;https://www.google.pt/maps?q=-20.795038,-49.3335103;-20,795038;-49,3335103
299; RIOS DE ITÁLIA;https://www.google.pt/maps?q=-20.792465,-49.3329443;-20,792465;-49,3329443
300; RIOS DE ITÁLIA;https://www.google.pt/maps?q=-20.791285,-49.3348263;-20,791285;-49,3348263
301; RESIDENCIAL GAIVOTAS II;https://www.google.pt/maps?q=-20.803738,-49.3348795;-20,803738;-49,3348795
302; CLUBE V;https://www.google.pt/maps?q=-20.780578,-49.3778033;-20,780578;-49,3778033
303; CLUBE V;https://www.google.pt/maps?q=-20.778223,-49.3782333;-20,778223;-49,3782333
304; QUINTA DO LAGO;https://www.google.pt/maps?q=-20.823274,-49.3271371;-20,823274;-49,3271371
305; SETSUL;https://www.google.pt/maps?q=-20.856091,-49.3560261;-20,856091;-49,3560261
306; SETSUL;https://www.google.pt/maps?q=-20.854026,-49.3578709;-20,854026;-49,3578709
307; QUINTA DO GOLFE ll;https://www.google.pt/maps?q=-20.85809,-49.416256;-20,85809;-49,416256
308; QUINTA DO GOLFE ll;https://www.google.pt/maps?q=-20.861497,-49.4241924;-20,861497;-49,4241924
309; QUINTA DO GOLFE ll;https://www.google.pt/maps?q=-20.856948,-49.428068;-20,856948;-49,428068
310; JARDIM VISTA BELA;https://www.google.pt/maps?q=-20.784044,-49.4249889;-20,784044;-49,4249889
311; MONTEREY;https://www.google.pt/maps?q=-20.762182,-49.3484816;-20,762182;-49,3484816
312; DAMHA I;https://www.google.pt/maps?q=-20.816403,-49.3390272;-20,816403;-49,3390272
313; DAMHA I;https://www.google.pt/maps?q=-20.816479,-49.343023;-20,816479;-49,343023
314; DAMHA I;https://www.google.pt/maps?q=-20.8116,-49.3414251;-20,8116;-49,3414251
315; CAETANO;https://www.google.pt/maps?q=-20.76171985,-49.38480285;-20,76171985;-49,38480285
316; CAETANO;https://www.google.pt/maps?q=-20.760228,-49.387961;-20,760228;-49,387961
317; FRATERNIDADE;https://www.google.pt/maps?q=-20.877858,-49.3441166;-20,877858;-49,3441166
