DEMANDA *;DES_SOLICITACAO;COD_ABRANGENCIA;DES_ABRANGENCIA;COD_ELEMENTO;DES_ELEMENTO;COD_CONSUMIDOR;DES_ENDERECO;NOM_BAIRRO;COD_EQUIPE;DES_EQUIPE;DES_EQUIPE_EXEC;COD_SITUACAO;DES_SITUACAO;DES_ANDAMENTO_EXEC;COD_OCORRENCIA;DES_OCORRENCIA;DAT_INICIO;DAT_VENCIMENTO;DES_USUARIO;DES_RISCO;FLG_CONFERIDA;DES_INSTRUCAO;DES_OBSERVACAO_RETAGUARDA;DAT_ATUALIZACAO;
2172976;1 / MECÂNICA - CORRETIVA;135;POLO TECNOLÓGICO;<Null>;<Null>;<Null>;MANOEL FREITAS ASSUNÇÃO FILHO, 421;PARQUE TECNOLÓGICO VANDA KARINA SIMEI BOLÇONE;6;Mecânica;56 Vector - Supervisor Mecânica DSA;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;01/07/2024 16:27;08/07/2024;MSALVADOR;<Null>;Não-sem flag;PTB 431 - mecânica - Confeccionar proteção reforçada de chapa para o poste padrão do local.;<Null>;07/08/2024 00:00;
2173010;1 / ELÉTRICA - CORRETIVA;187;VILLAGES;1;GERAL;<Null>;PROJETADA 2, ;FAZENDA FELICIDADE;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;01/07/2024 16:56;08/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar parametrização dos Booster no reservatório que abastece o Condomínio Fenhouse, setar a pressão para 15MCA durante o período das 05:00 até as 23:00, após as 23:00 até as 05:00 deixar o Booster em dormência.;<Null>;07/08/2024 08:01;
2173051;1 / ELÉTRICA - CORRETIVA;6;ALMOXARIFADO CENTRAL - SEMAE;2;REUSO;<Null>;DÉLCIO CUSTÓDIO DA SILVA, S/N - KM 4,5 - ETE;ZONA RURAL;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/07/2024 07:45;09/07/2024;MSALVADOR;<Null>;Não-sem flag;"REALIZAR REFORMA COMPLETA DO CCM COM INVERSOR DE FREQUENCIA DE 820A DA MARCA ABB;";<Null>;07/08/2024 08:01;
2173099;1 / CIVIL - CORRETIVA;3;PALÁCIO DAS ÁGUAS;1;GERAL;<Null>;ANTONIO DE GODOY, 2231;JARDIM DOS SEIXAS;26;Civil;56 Vector - Equipe Civil - Marcio Gabriel / Jonatan;20;ENVIADA;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/07/2024 09:07;09/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;"Solcitar equipe civil para auxiliar equipe elétrica na identificaçao das caixas de passagem do Palácio das Águas, em frente a sala de Pitometria e Manut. Poços.

OBS: Realizar a recuperação do pios e tampar as caixas abertas.";<Null>;07/08/2024 08:01;
2173105;1 / MECÂNICA - CORRETIVA;145;QUINTA DO LAGO;1;PTB-304;<Null>;JOSÉ VIEIRA MACHADO JUNIOR,  - C/ PROJETADA 10;QUINTA DO LAGO RESIDENCE;6;Mecânica;56 Vector - Equipe Mecânica - Igor Liso / Danilo Castro;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;02/07/2024 09:10;09/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Soldar grade do padrão de entrada no PTB 304.;"COND QUINTA DO LAGO

Mobilização até o local; serviço não realizado devido poste padrão não ter a grade de proteção metálico.";07/08/2024 00:00;
2173220;1 / ELÉTRICA - CORRETIVA;1;ESTAÇÃO DE TRATAMENTO DE ÁGUA;<Null>;<Null>;<Null>;SÃO PAULO, 2231;VILA MACENO;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;02/07/2024 10:06;09/07/2024;MSALVADOR;<Null>;Não-sem flag;Solicita equipe elétrica para verificação do painel acionador externo dos disjuntores da sala das subestações localizadas na EEAT.;<Null>;07/08/2024 08:01;
2173712;2 / ELÉTRICA - PREVENTIVA;106;BORÁ;1;PTG;<Null>;PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, S/N - DE ESQUINA;JARDIM PANORAMA;5;Elétrica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;03/07/2024 10:47;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica geral no sistema de abastecimento do PTG 04 BORÁ.;<Null>;07/08/2024 08:01;
2173716;2 / ELÉTRICA - PREVENTIVA;152;ECOVILLAGE I;1;PTB-323;<Null>;PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, ;LOTEAMENTO ECO VILLAGE I;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;21;EM CAMPO;<Null>;<Null>;<Null>;03/07/2024 10:50;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 323.;<Null>;07/08/2024 08:01;
2173717;2 / ELÉTRICA - PREVENTIVA;98;ECOVILLAGE;1;PTB -222;<Null>;PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 4001;LOTEAMENTO ECO VILLAGE;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;21;EM CAMPO;<Null>;<Null>;<Null>;03/07/2024 10:50;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 222.;<Null>;07/08/2024 08:01;
2173718;2 / ELÉTRICA - PREVENTIVA;163;GREEN PALM;1;PTB-353;<Null>;ANÍSIO HADDAD, 8500;CONDOMÍNIO RESIDENCIAL GREEN PALM;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;21;EM CAMPO;<Null>;<Null>;<Null>;03/07/2024 10:52;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 353.;<Null>;07/08/2024 08:01;
2173719;2 / ELÉTRICA - PREVENTIVA;87;HARMONIA;1;PTB-197;<Null>;ÂNGELO CAL, 300;LOTEAMENTO CONDOMÍNIO HARMONIA RESIDENCE;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;21;EM CAMPO;<Null>;<Null>;<Null>;03/07/2024 10:53;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 197.;<Null>;07/08/2024 08:01;
2173722;2 / ELÉTRICA - PREVENTIVA;155;JD. PAULISTANO;1;PTB-326;<Null>;RODRIGO WILKER DOS SANTOS BELLEI,  - ESQ. PROJETADA 01;JARDIM PAULISTANO;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;21;EM CAMPO;<Null>;<Null>;<Null>;03/07/2024 10:55;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 326.;<Null>;07/08/2024 08:01;
2173740;2 / ELÉTRICA - PREVENTIVA;13;PINHEIRINHO;1;PTB-113;<Null>;JOAQUIM MANOEL PIRES, ;JARDIM PINHEIROS;5;Elétrica;56 Vector - Equipe Elétrica - Lucas / Jailson;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;03/07/2024 11:08;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 113.;"Informações preventiva
Nº demanda: 2173740

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 300619049
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


painel PTB 113 / painel fieldlogger 
OK.

Outros Serviços? Não


Observações: 

";07/08/2024 00:00;
2173745;2 / ELÉTRICA - PREVENTIVA;110;QUINTA DO GOLFE;1;PTB-242;<Null>;PAULO ROQUE, 350;RESIDENCIAL QUINTA DO GOLFE;5;Elétrica;56 Vector - Equipe Elétrica - Lucas / Jailson;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;03/07/2024 11:10;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 242.;"Informações preventiva
Nº demanda: 2173745

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 31214568
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;

painel PTB 242 / painel fieldlogger / painel de indicador de nível 
OK

Outros Serviços? Não


Observações: 

";07/08/2024 00:00;
2173746;2 / ELÉTRICA - PREVENTIVA;110;QUINTA DO GOLFE;2;PTB-243;<Null>;CHICO MENDES, 1;RESIDENCIAL QUINTA DO GOLFE;5;Elétrica;56 Vector - Equipe Elétrica - Lucas / Jailson;39;SUSPENSA;<Null>;<Null>;<Null>;03/07/2024 11:11;10/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 243.;<Null>;07/08/2024 08:01;
2174100;1 / MECÂNICA - CORRETIVA;6;ALMOXARIFADO CENTRAL - SEMAE;<Null>;<Null>;<Null>;DÉLCIO CUSTÓDIO DA SILVA, S/N - KM 4,5;ZONA RURAL;6;Mecânica;56 Vector - Supervisor Mecânica DSA;21;EM CAMPO;<Null>;<Null>;<Null>;04/07/2024 09:56;11/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Montagem das juntas mecânicas apos a manutenção.;<Null>;07/08/2024 08:01;
2174180;1 / ELÉTRICA - CORRETIVA;120;RESIDENCIAL MIRANTE;1;GERAL;<Null>;MARIA CORREA PETROCILO, 204;RESIDENCIAL MIRANTE;5;Elétrica;56 Vector - Equipe Elétrica - Leandro / Vitor;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;04/07/2024 11:31;11/07/2024;MSALVADOR;<Null>;Não-sem flag;"Equipe elétrica:
-Revisar aterramento dos paineis;
-E instalar DPS classe lll nos seguintes locais:
      - Alimentação do Fieldlogger;
      - Barramento RS485;
      - Ethernet;
      - Entradas analógicas e digitais que estiverem ligadas no FielLogger.""

OBS : Em caso de Dúvidas , Ligar 17-99148-3597 / 99107-2669";"Foi feito levantamento no local, feito a busca de materiais no almoxarifado . Foi feito a instalação dos DPS classe 3, sendo necessário fazer adequação no painel para instalação.  Também foi feito a medição do aterramento que no painel de telemetria apresentou uma tensão de 16V.  Fizemos a medição no painel do PTB e o aterramento apresentou se dentro das especificações.  Foi passado um novo cabo terra do painel do PTB até o painel de telemetria e feito o aterramento. Feito as adequações e a troca do disjuntor.

Materiais Vector 
1 DPS (ethernet,  2xDC 4 a 20mA, 100 a 240V 20kA)  
47 terminais ilhos 1,5mm

Materiais Semae 
1 DPS Rs485 
2 terminais RJ45 
10m cabo amarelo 
6m cabo 1,5mm verde 
1m cabo de rede 
1disjuntor bipolar 6A";07/08/2024 00:00;
2174182;1 / ELÉTRICA - CORRETIVA;89;PALESTRA;1;GERAL;<Null>;JOÃO ZANATTA, S/N - Esq C/ José Barbosa;LOTEAMENTO RESIDENCIAL PALESTRA;5;Elétrica;56 Vector - Equipe Elétrica - Leandro / Vitor;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;04/07/2024 11:34;11/07/2024;MSALVADOR;<Null>;Não-sem flag;"""Equipe elétrica:
-Revisar aterramento dos paineis;
-E instalar DPS classe lll nos seguintes locais:
      - Alimentação do Fieldlogger;
      - Barramento RS485;
      - Ethernet;
      - Entradas analógicas e digitais que estiverem ligadas no FielLogger.""

OBS : Em caso de Dúvidas , Ligar 17-99148-3597 / 99107-2669";"Foi feito levantamento no local e feito a mediçao do aterramento. Fizemos a busca de materiais no almoxarifado e foi feito a instalação dos DPS classe 3 no painel, sendo necessário fazer adequação no painel para instalação dos DPS. 

Materiais Vector 
1DPS ethernet 
1 DPS DC 
1DPS 20Ka
38 terminais ilhos 1mm 
10m cabo 1mm vermelho 

Materiais Semae 
1 DPS Rs485 
2 conectores RJ45 
1m cabo 1,5mm verde 
1m cabo de rede 
1m cabo 1,5mm amarelo 
";07/08/2024 00:00;
2174196;1 / ELÉTRICA - CORRETIVA;86;MARIA ZORITA;1;GERAL;<Null>;CASMIN ALVES DE MOURA, S/N;LOTEAMENTO PARQUE RESIDENCIAL MARIA ZORITA;5;Elétrica;56 Vector - Equipe Elétrica - Leandro / Vitor;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;04/07/2024 11:46;11/07/2024;MSALVADOR;<Null>;Não-sem flag;"""Equipe elétrica:
-Revisar aterramento dos paineis;
-E instalar DPS classe lll nos seguintes locais:
      - Alimentação do Fieldlogger;
      - Barramento RS485;
      - Ethernet;
      - Entradas analógicas e digitais que estiverem ligadas no FielLogger.""

OBS : Em caso de Dúvidas , Ligar 17-99148-3597 / 99107-2669";"Foi feito levantamento no local e busca de materiais no almoxarifado.  Foi feito a instalação dos DPS classe 3, sendo necessário fazer adequação no painel para instalação dos DPS.  Também foi feito a medição do aterramento no local. 

Materiais Vector 
1 DPS ethernet 
1 DPS DC 
1 DPS Eletric 20Ka 
40 terminais ilhos 1,5mm

Materiais Semae 
1 DPS Rs485 
2 conectores RJ45 
10m cabo 1,5mm amarelo 
1m cabo de rede 
1m cabo 1,5mm verde 
";07/08/2024 00:00;
2174299;1 / ELÉTRICA - CORRETIVA;143;JARDIM VISTA BELA;2;GERAL;<Null>;CASMIN ALVES DE MOURA, 525 - RESERVATORIO;RESIDENCIAL JARDIM VISTA BELA;5;Elétrica;56 Vector - Equipe Elétrica - Leandro / Vitor;39;SUSPENSA;<Null>;<Null>;<Null>;04/07/2024 14:28;11/07/2024;MSALVADOR;<Null>;Não-sem flag;"""Equipe elétrica:
-Revisar aterramento dos paineis;
-E instalar DPS classe lll nos seguintes locais:
      - Alimentação do Fieldlogger;
      - Barramento RS485;
      - Ethernet;
      - Entradas analógicas e digitais que estiverem ligadas no FielLogger.""

OBS : Em caso de Dúvidas , Ligar 17-99148-3597 / 99107-2669";<Null>;07/08/2024 08:01;
2174305;1 / ELÉTRICA - CORRETIVA;53;GISETE;1;GERAL;<Null>;JAMES MOORE,  - ESQ C/ ADALGISA THOMAZ;JARDIM GISETE;5;Elétrica;56 Vector - Equipe Elétrica - Leandro / Vitor;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;04/07/2024 14:29;11/07/2024;MSALVADOR;<Null>;Não-sem flag;"""Equipe elétrica:
-Revisar aterramento dos paineis;
-E instalar DPS classe lll nos seguintes locais:
      - Alimentação do Fieldlogger;
      - Barramento RS485;
      - Ethernet;
      - Entradas analógicas e digitais que estiverem ligadas no FielLogger.""

OBS : Em caso de Dúvidas , Ligar 17-99148-3597 / 99107-2669";"Foi feito levantamento no local e feito a busca de materiais no almoxarifado . Também foi feito a medição do aterramento e a instalação dos DPS classe 3, sendo necessário fazer adequação no painel. 

Materiais Vector 
1 DPS DC 
1 DPS ethernet 
1 DPS Eletric 20Ka 
55 terminais ilhos 1,5mm

Materiais Semae 
1 DPS Rs485 
10m cabo 1,5mm amarelo 
1m cabo 1m cabo de rede 
1m cabo 1,5mm verde 
2 conectores RJ45 
";07/08/2024 00:00;
2174312;1 / ELÉTRICA - CORRETIVA;84;BIANCO;1;GERAL;<Null>;JAYME LUIS DA SILVA, 250 - ANTIGA UM;JARDIM BIANCO;5;Elétrica;56 Vector - Equipe Elétrica - Leandro / Vitor;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;04/07/2024 14:32;11/07/2024;MSALVADOR;<Null>;Não-sem flag;"""Equipe elétrica:
-Revisar aterramento dos paineis;
-E instalar DPS classe lll nos seguintes locais:
      - Alimentação do Fieldlogger;
      - Barramento RS485;
      - Ethernet;
      - Entradas analógicas e digitais que estiverem ligadas no FielLogger.""

OBS : Em caso de Dúvidas , Ligar 17-99148-3597 / 99107-2669
";"Foi feito levantamento no local e busca de materiais no almoxarifado e no fornecedor.  Foi feito a instalação dos DPS classe 3, sendo necessário fazer adequação no painel para instalação dos DPS.  .Também foi feito a medição do aterramento no local. 

Materiais Vector 
1 DPS ethernet 
1 DPS Eletric 20Ka
1DPS DC
33 terminais ilhos 1,5mm

Materiais Semae 
1 DPS Rs485 
10m Cabo 1,5mm amarelo 
1m cabo 1,5mm verde 
1m cabo de rede 
2 conectores RJ45 ";07/08/2024 00:00;
2174438;2 / ELÉTRICA - PREVENTIVA;43;SÃO JOSÉ DO RIO PRETO F/G;2;PTB-123;<Null>;IZIDORO CORNACHIONI, S/N;CONJUNTO HAB. SÃO JOSÉ DO RIO PRETO G DUAS VENDAS;5;Elétrica;56 Vector - Equipe Elétrica - Lucas / Jailson;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, SUSPENSO, DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;05/07/2024 08:31;12/07/2024;MSALVADOR;<Null>;Não-sem flag;Realizar Manutenção preventiva - Painel de acionamento -  Local: PTB 123;"Informações preventiva
Nº demanda: 2174438

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 31288468
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


painel PTB 123
OK

Outros Serviços? Não


Observações: 
Não tem iluminação no pátio do PTB 123
";07/08/2024 00:00;
2174696;1 / MECÂNICA - CORRETIVA;1;ESTAÇÃO DE TRATAMENTO DE ÁGUA;<Null>;<Null>;<Null>;SÃO PAULO, 2231;VILA MACENO;6;Mecânica;<Null>;20;ENVIADA;<Null>;<Null>;<Null>;05/07/2024 14:21;12/07/2024;MSALVADOR;<Null>;Não-sem flag;Solicito equipe para readequação do portão da entrada inferior localizado na Av.Lino Seixas. Obs: Procurar supervisor  WILIAN para mais informaçãoes.;<Null>;07/08/2024 08:01;
2175372;2 / ELÉTRICA - PREVENTIVA;19;CIDADE JARDIM;1;PTB-044;<Null>;DOUTOR SYLVIO COLOMBO, 275;RESIDENCIAL CIDADE JARDIM;5;Elétrica;56 Vector - Equipe Elétrica - José / Willian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:02;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 044.;"Informações preventiva
Nº demanda: 2175372

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 31131270
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


Painel ptb 044,painel eletroválvula, painel de iluminação, painel rádio transmissor, painel fieldlogger 
OK


















Outros Serviços? Não


Observações: 

";07/08/2024 00:00;
2175374;2 / ELÉTRICA - PREVENTIVA;19;CIDADE JARDIM;2;PTB-061;<Null>;RAGIDE JAMAL, S/N - em frente ao 1242;RESIDENCIAL CIDADE JARDIM;5;Elétrica;56 Vector - Equipe Elétrica - José / Willian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:02;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 061.;"Informações preventiva
Nº demanda: 2175374

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 304001996
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


Painel ptb,painel rádio transmissor 
OK


















Outros Serviços? Sim
Ptb sem dps, sem iluminação externa 

Observações: 

";07/08/2024 00:00;
2175376;2 / ELÉTRICA - PREVENTIVA;19;CIDADE JARDIM;3;PTB-073;<Null>;PROFESSORA MARINHA DO NASCIMENTO BEDNARSKI, 1705;RESIDENCIAL CIDADE JARDIM;5;Elétrica;56 Vector - Equipe Elétrica - José / Willian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:03;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 073.;"

Informações preventiva

Nº demanda: 2175376


Padrão de entrada: 

- Está Soldado? Não

- Medidor nº 301753156

- Medidor tem lacre?

Sim 

- Disjuntor do padrão: OK;


Painel ptb, painel rádio transmissor

OK






Outros Serviços? Sim

Padrão sem dps e sem iluminação


Observações:


















Outros Serviços? Sim
Padrão sem dps 

Observações: 

";07/08/2024 00:00;
2175378;2 / ELÉTRICA - PREVENTIVA;19;CIDADE JARDIM;4;PTB-140;<Null>;PROFESSORA MARINHA DO NASCIMENTO BEDNARSKI, 1312;RESIDENCIAL CIDADE JARDIM;5;Elétrica;56 Vector - Equipe Elétrica - José / Willian;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:04;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 140.;"Informações preventiva
Nº demanda: 2175378

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 30254475
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


Painel ptb 
OK


















Outros Serviços? Sim
Ptb sem iluminação externa 

Observações: 

";07/08/2024 00:00;
2175387;2 / ELÉTRICA - PREVENTIVA;28;HIGIENÓPOLIS;2;PTB-096;<Null>;JOÃO ALFREDO, 350;PARQUE ESTORIL;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:08;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 096.;"Informações preventiva
Nº demanda: 2175387

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 301898642
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


No painel do PTB, painel receptor e padrão de entrada 
OK


















Outros Serviços? Sim
Pátio está sem iluminação externa 

Observações: 

";07/08/2024 00:00;
2175393;2 / ELÉTRICA - PREVENTIVA;115;NUCLEO ESPERANÇA VILA AZUL;1;PTB-221;<Null>;HORÁCIO NEVES DE AZEVEDO, S/N - PROX. SANTA INES;RESIDENCIAL AUFERVILLE IV;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:11;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 221.;"Informações preventiva
Nº demanda: 2175393

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 305505432
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


Painel do PTB, painel telemetria e padrão de entrada 
OK


















Outros Serviços? Não


Observações: 

";07/08/2024 00:00;
2175394;2 / ELÉTRICA - PREVENTIVA;115;NUCLEO ESPERANÇA VILA AZUL;2;PTB-365;<Null>;ROSENEIDE LIMA LINO GONÇALVES,  - S/N;RESIDENCIAL COLINA AZUL;5;Elétrica;56 Vector - Equipe Elétrica - Marcelo B / Adriel;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:12;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 365 - Colina Azul.;"Informações preventiva
Nº demanda: 2175394

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 31132060
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;


Painel do PTB, painel telemetria, quadro de disjuntores  e padrão de entrada 
OK


















Outros Serviços? Não


Observações: 

";07/08/2024 00:00;
2175395;2 / ELÉTRICA - PREVENTIVA;186;ABÍLIO JORGE CURY;1;PTB-416;<Null>;POTIRENDABA, 4881;ABILIO JORGE CURY;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:13;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 416.;"Informações preventiva
Nº demanda: 2175395

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 31545221
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;

Painel do PTB 
OK

Painel de telemetria 
OK

Painel de distribuição 
OK

Outros Serviços? Sim
Observado que a iluminacão externa do reservatório não está funcionando. Haveriguar necessidade de reparo.

Observações: 

Seguindo o endereço da demanda não conseguimos localizar o local, na planilha não tem o PTB 416, buscando informação pela assistente de preventiva nos foi mandado a localização do PTB 418. Entramos em contato com o Fiscal Massao para nos orientar, o mesmo nos enviou a localização que também estava incorreta, aparentemente houve um cadastro errôneo das informações.
Ficamos aguardando um retorno sobre o local correto do Fiscal Massao. Demorou 20 minutos para encontrar o local correto.
Padrão de entrada está com proteção DPS irregular, 275V classe 2 para melhor proteção será necessário DPS 175V classe 1, haveriguar necessidade de adequação.
Painel do PTB está com DPS super dimensionado, padrão da rede 127V e DPS 275V classe 2, haveriguar necessidade de adequação para DPS 175V classe 2 pois não está devidamente protegido.";07/08/2024 00:00;
2175397;2 / ELÉTRICA - PREVENTIVA;186;ABÍLIO JORGE CURY;2;PTB-417;<Null>;JOSÉ GERALDO CASSATORI,  - ESQ. ANTÔNIO BALISTA DA SILVA;ABILIO JORGE CURY;5;Elétrica;56 Vector - Equipe Elétrica - Alex Rocha / Luis Fernando;18;EXECUTADA EM FISCALIZAÇÃO;DESLOCAMENTO, EM EXECUÇÃO;<Null>;<Null>;10/07/2024 11:14;17/07/2024;JHFIGUEIREDO;<Null>;Não-sem flag;Realizar Manutenção preventiva elétrica no PTB 417.;"Informações preventiva
Nº demanda: 2175397

Padrão de entrada: 
- Está Soldado? Não
- Medidor nº 31475229
- Medidor tem lacre?
Sim 
- Disjuntor do padrão: OK;

Painel do PTB 
OK

Painel de telemetria 
OK

Painel de distribuição 
OK

Outros Serviços? Não

Observações: 

Ao iniciarmos o serviço de limpeza, observamos que a soft apresenta o E070, procuramos e identificamos que o disjuntor no quadro de distribuição está desligado, o fieldlogger também estava desligado.
Ligamos novamente e o alarme disparou, deve haver algum problema. Deixamos como estava.

Padrão de entrada está com proteção DPS irregular, 275V classe 2 para melhor proteção será necessário DPS 175V classe 1, haveriguar necessidade de adequação.
Painel do PTB está com DPS super dimensionado, padrão da rede 127V e DPS 275V classe 2, haveriguar necessidade de adequação para DPS 175V classe 2 pois não está devidamente protegido.";07/08/2024 00:00;
